timestamp,turbidity_NTU,conductivity_uScm,pH,tempC,flow_m3h,dP_bar,SDI,MFI,NO3_feed_mgL,SO4_feed_mgL,TOC_feed_mgL,NO3_permeate_mgL,SO4_permeate_mgL,TOC_permeate_mgL,NPF,NSP,NDP,MHI,systemEvent,economicImpact_EUR,timeSinceLastCIP_h
2025-01-01T00:50:00.000Z,0.380,2314,7.26,17.8,98.5,1.199,3.08,3.92,27.1,262.8,3.19,1.22,1.97,0.103,0.791,0.234,0.999,0.852,,6.59,0.8
2025-01-01T00:55:00.000Z,0.362,2453,7.16,18.1,98.4,1.203,3.00,4.17,29.8,237.4,3.07,2.77,5.73,0.209,0.799,0.603,1.002,0.858,,6.66,0.9
2025-01-01T01:00:00.000Z,0.424,2191,7.14,18.3,98.4,1.203,2.73,4.07,27.5,260.9,2.78,1.64,1.08,0.232,0.803,0.188,1.002,0.862,,6.70,1.0
2025-01-01T01:05:00.000Z,0.304,2356,7.26,18.2,100.7,1.214,2.61,4.26,28.8,270.9,3.35,2.29,4.56,0.034,0.820,0.504,1.012,0.869,,6.83,1.1
2025-01-01T01:10:00.000Z,0.387,1840,7.27,17.6,99.6,1.208,2.84,3.75,25.6,272.8,3.17,0.82,2.86,0.293,0.796,0.365,1.007,0.855,,6.63,1.2
2025-01-01T01:15:00.000Z,0.380,1977,7.29,19.0,101.2,1.252,2.76,3.91,28.8,277.1,3.53,0.29,7.65,0.387,0.844,0.791,1.043,0.875,,7.04,1.3
2025-01-01T01:20:00.000Z,0.425,2630,7.23,18.3,102.8,1.188,2.48,3.46,29.3,261.7,2.79,2.57,2.36,0.187,0.839,0.296,0.990,0.888,,7.00,1.3
2025-01-01T01:25:00.000Z,0.372,2139,7.08,18.0,103.2,1.190,2.61,4.39,27.4,264.3,3.61,2.00,1.40,0.354,0.834,0.243,0.991,0.884,,6.95,1.4
2025-01-01T01:30:00.000Z,0.356,1979,7.13,18.5,102.4,1.160,2.86,3.64,29.1,265.1,3.07,1.04,2.27,0.072,0.842,0.292,0.966,0.889,,7.02,1.5
2025-01-01T01:35:00.000Z,0.334,2278,7.20,18.3,100.9,1.201,2.80,4.37,28.5,265.9,3.13,3.41,6.06,0.173,0.824,0.711,1.001,0.876,,6.87,1.6
2025-01-01T01:40:00.000Z,0.428,2167,7.13,18.3,97.3,1.205,3.00,3.73,30.6,260.5,3.11,2.26,1.03,0.031,0.793,0.220,1.004,0.854,,6.61,1.7
2025-01-01T01:45:00.000Z,0.332,2250,7.15,18.4,94.5,1.217,2.57,4.24,26.9,272.7,3.17,1.58,5.26,0.133,0.774,0.551,1.014,0.836,,6.45,1.8
2025-01-01T01:50:00.000Z,0.401,2300,7.28,19.3,97.8,1.196,2.81,4.11,28.4,239.7,3.10,2.19,4.35,0.031,0.822,0.493,0.996,0.875,,6.85,1.8
2025-01-01T01:55:00.000Z,0.403,2038,7.21,19.0,98.2,1.232,2.93,4.63,31.6,282.1,3.13,2.59,0.56,0.262,0.819,0.208,1.027,0.863,,6.83,1.9
2025-01-01T02:00:00.000Z,0.396,2249,7.26,19.7,102.6,1.182,2.82,4.20,31.7,256.0,3.33,1.28,4.33,0.180,0.875,0.454,0.985,0.912,,7.29,2.0
2025-01-01T02:05:00.000Z,0.380,2177,7.27,18.3,100.2,1.215,2.78,3.93,30.1,250.1,3.56,0.48,3.05,0.188,0.818,0.307,1.012,0.868,,6.82,2.1
2025-01-01T02:10:00.000Z,0.427,2249,7.28,18.9,101.2,1.234,3.00,3.67,30.1,259.3,2.86,0.30,2.84,0.247,0.842,0.268,1.028,0.879,,7.02,2.2
2025-01-01T02:15:00.000Z,0.377,2502,7.20,20.2,105.6,1.181,3.01,3.90,28.3,242.9,3.01,1.64,2.71,0.081,0.914,0.295,0.984,0.940,,7.62,2.3
2025-01-01T02:20:00.000Z,0.384,2303,7.28,19.5,100.3,1.207,2.91,4.27,27.9,269.4,3.23,3.46,4.63,0.122,0.849,0.582,1.006,0.892,,7.07,2.3
2025-01-01T02:25:00.000Z,0.360,1926,7.21,19.6,101.1,1.207,2.96,4.50,29.0,253.2,3.71,2.34,4.52,0.331,0.860,0.615,1.006,0.900,,7.16,2.4
2025-01-01T02:30:00.000Z,0.450,1940,7.16,19.7,98.5,1.228,2.61,3.62,30.2,245.1,3.30,1.65,4.52,0.259,0.838,0.568,1.024,0.878,,6.98,2.5
2025-01-01T02:35:00.000Z,0.368,2204,7.29,20.9,100.0,1.205,2.85,3.43,30.9,260.4,3.33,2.18,0.52,0.140,0.884,0.166,1.004,0.917,,7.37,2.6
2025-01-01T02:40:00.000Z,0.389,1967,7.13,19.1,101.5,1.179,2.93,4.19,29.0,265.1,3.35,2.60,3.83,0.468,0.849,0.548,0.982,0.895,,7.08,2.7
2025-01-01T02:45:00.000Z,0.389,2264,7.23,18.5,96.7,1.198,3.07,4.52,27.6,267.1,3.20,1.55,2.81,0.171,0.793,0.331,0.998,0.854,,6.61,2.8
2025-01-01T02:50:00.000Z,0.320,2446,7.21,20.3,99.2,1.233,2.85,3.37,29.3,257.8,3.43,1.35,5.81,0.315,0.862,0.542,1.028,0.893,,7.18,2.8
2025-01-01T02:55:00.000Z,0.331,2238,7.19,19.9,102.1,1.197,2.71,4.51,29.8,272.0,3.51,2.21,1.66,0.176,0.877,0.266,0.997,0.914,,7.30,2.9
2025-01-01T03:00:00.000Z,0.411,2162,7.21,20.2,96.2,1.228,2.70,3.28,32.8,272.9,3.69,4.62,5.58,0.121,0.833,0.772,1.024,0.874,,6.94,3.0
2025-01-01T03:05:00.000Z,0.317,2186,7.19,20.0,102.9,1.228,2.75,3.23,33.4,275.6,3.36,1.87,2.22,0.115,0.886,0.306,1.023,0.911,,7.38,3.1
2025-01-01T03:10:00.000Z,0.712,2264,7.13,20.4,100.1,1.179,2.86,4.61,33.3,261.4,3.39,3.99,4.05,0.140,0.872,0.569,0.983,0.910,,7.27,3.2
2025-01-01T03:15:00.000Z,0.339,2134,7.27,20.8,98.2,1.213,2.80,3.34,31.8,261.5,3.27,1.64,7.96,0.158,0.864,0.838,1.011,0.901,,7.20,3.3
2025-01-01T03:20:00.000Z,0.400,2263,7.16,20.0,96.0,1.200,2.91,3.34,28.6,258.9,3.50,1.93,1.88,0.385,0.825,0.268,1.000,0.878,,6.88,3.3
2025-01-01T03:25:00.000Z,0.381,2281,7.16,20.8,99.4,1.235,2.60,3.93,29.6,296.9,3.49,1.16,4.88,0.409,0.877,0.489,1.029,0.903,,7.31,3.4
2025-01-01T03:30:00.000Z,0.403,2162,7.19,21.3,99.9,1.221,2.94,4.11,32.0,262.4,3.06,2.04,2.35,0.076,0.893,0.331,1.018,0.918,,7.44,3.5
2025-01-01T03:35:00.000Z,0.390,2206,7.25,21.1,98.1,1.221,2.80,3.62,30.8,272.9,2.93,2.79,1.43,0.127,0.873,0.281,1.018,0.904,,7.27,3.6
2025-01-01T03:40:00.000Z,0.384,2352,7.20,20.3,98.6,1.243,2.77,4.20,29.3,274.2,3.43,3.29,0.55,0.179,0.856,0.215,1.036,0.886,,7.13,3.7
2025-01-01T03:45:00.000Z,0.400,2326,7.18,21.1,98.3,1.249,2.78,3.51,28.9,255.9,3.54,0.31,3.64,0.195,0.873,0.329,1.041,0.896,,7.28,3.8
2025-01-01T03:50:00.000Z,0.404,2126,7.23,21.7,103.8,1.211,2.34,4.23,28.6,255.7,3.62,1.65,2.87,0.396,0.939,0.363,1.010,0.954,,7.82,3.8
2025-01-01T03:55:00.000Z,0.368,2168,7.26,21.3,99.2,1.240,2.68,4.22,31.2,260.7,3.81,3.48,3.43,0.115,0.886,0.509,1.034,0.908,,7.38,3.9
2025-01-01T04:00:00.000Z,0.337,2161,7.22,21.0,104.4,1.182,2.80,3.69,30.1,259.2,3.47,1.05,2.54,0.153,0.926,0.293,0.985,0.949,,7.72,4.0
2025-01-01T04:05:00.000Z,0.404,2141,7.20,20.9,100.9,1.223,2.71,3.76,25.1,262.0,3.96,2.70,4.91,0.069,0.892,0.610,1.019,0.917,,7.43,4.1
2025-01-01T04:10:00.000Z,0.401,2316,7.18,21.5,95.1,1.193,2.76,3.93,30.5,269.8,3.26,1.95,3.38,0.033,0.855,0.393,0.994,0.898,,7.12,4.2
2025-01-01T04:15:00.000Z,0.426,2086,7.22,21.3,97.0,1.210,2.81,4.23,30.9,246.6,3.36,4.02,7.92,0.339,0.868,0.991,1.008,0.904,,7.23,4.3
2025-01-01T04:20:00.000Z,0.391,2307,7.19,21.4,100.6,1.206,2.66,3.85,28.1,269.9,3.08,1.66,2.48,0.101,0.902,0.301,1.005,0.930,,7.52,4.3
2025-01-01T04:25:00.000Z,0.370,2417,7.19,21.1,104.2,1.203,2.76,4.14,36.5,265.4,4.44,2.19,2.26,0.482,0.927,0.295,1.003,0.948,,7.73,4.4
2025-01-01T04:30:00.000Z,0.370,2417,7.19,21.1,104.2,1.203,2.76,4.14,31.6,280.0,3.29,3.93,2.70,0.312,0.927,0.419,1.003,0.948,,7.73,4.5
2025-01-01T04:35:00.000Z,0.301,2293,7.23,21.7,95.6,1.218,2.74,4.02,33.8,270.6,2.66,1.43,3.37,0.152,0.866,0.369,1.015,0.900,,7.21,4.6
2025-01-01T04:40:00.000Z,0.354,2199,7.20,21.7,98.4,1.258,2.92,3.94,30.8,281.9,3.53,3.64,2.87,0.035,0.891,0.460,1.048,0.906,,7.42,4.7
2025-01-01T04:45:00.000Z,0.428,2207,7.20,21.9,100.9,1.212,2.81,4.41,30.1,271.9,3.23,2.77,1.01,0.183,0.919,0.243,1.010,0.940,,7.66,4.8
2025-01-01T04:50:00.000Z,0.391,1977,7.15,22.0,100.5,1.224,3.21,4.12,31.6,273.2,3.00,1.77,4.49,0.113,0.918,0.561,1.020,0.931,,7.65,4.8
2025-01-01T04:55:00.000Z,0.367,2235,7.18,22.1,97.1,1.243,2.95,3.60,30.5,276.2,3.09,4.37,5.60,0.031,0.891,0.736,1.036,0.910,,7.43,4.9
2025-01-01T05:00:00.000Z,0.400,2138,7.25,21.7,99.0,1.232,2.62,4.37,26.6,257.3,3.15,2.71,1.90,0.263,0.897,0.330,1.026,0.918,,7.47,5.0
2025-01-01T05:05:00.000Z,0.427,2172,7.27,22.0,102.0,1.222,2.67,3.90,30.5,256.2,2.78,2.23,0.51,0.064,0.932,0.171,1.019,0.946,,7.77,5.1
2025-01-01T05:10:00.000Z,0.349,2247,7.23,21.5,98.3,1.222,2.72,4.46,28.5,269.3,3.18,1.49,3.40,0.322,0.886,0.382,1.018,0.914,,7.38,5.2
2025-01-01T05:15:00.000Z,0.369,1912,7.11,21.5,99.4,1.187,2.64,4.27,31.7,265.4,2.95,1.97,3.45,0.147,0.893,0.485,0.989,0.925,,7.44,5.3
2025-01-01T05:20:00.000Z,0.472,2324,7.25,21.9,98.1,1.267,2.78,4.24,30.8,274.1,3.40,2.16,0.58,0.051,0.895,0.161,1.056,0.906,,7.46,5.3
2025-01-01T05:25:00.000Z,0.409,2199,7.23,22.6,100.0,1.216,2.96,3.92,34.0,263.2,3.22,2.40,2.43,0.144,0.930,0.352,1.013,0.946,,7.75,5.4
2025-01-01T05:30:00.000Z,0.350,2102,7.21,22.5,101.3,1.202,2.94,4.36,29.1,271.3,2.92,2.08,1.43,0.105,0.939,0.255,1.001,0.957,,7.82,5.5
2025-01-01T05:35:00.000Z,0.419,2113,7.22,22.4,99.5,1.218,2.85,4.50,29.4,275.7,3.17,2.15,3.68,0.260,0.919,0.471,1.015,0.937,,7.66,5.6
2025-01-01T05:40:00.000Z,0.387,2337,7.15,22.7,99.2,1.227,2.98,4.32,31.6,260.9,3.12,2.24,0.52,0.255,0.926,0.160,1.022,0.940,,7.71,5.7
2025-01-01T05:45:00.000Z,0.348,2515,7.16,22.6,97.3,1.253,2.77,4.10,31.8,269.1,2.89,2.29,4.57,0.237,0.906,0.472,1.044,0.918,,7.55,5.8
2025-01-01T05:50:00.000Z,0.476,2105,7.16,22.2,99.6,1.234,2.75,4.58,29.5,277.5,2.65,1.78,4.10,0.153,0.918,0.492,1.028,0.932,,7.65,5.8
2025-01-01T05:55:00.000Z,0.370,2191,7.19,22.1,101.2,1.278,2.86,4.24,30.0,253.5,3.33,2.64,3.02,0.425,0.929,0.420,1.065,0.926,,7.74,5.9
2025-01-01T06:00:00.000Z,0.405,2259,7.28,23.0,100.6,1.244,2.81,4.56,34.5,266.2,2.56,3.07,5.23,0.026,0.948,0.626,1.037,0.949,,7.90,6.0
2025-01-01T06:05:00.000Z,0.398,2254,7.14,22.5,97.2,1.218,2.63,4.24,29.0,275.8,3.10,2.80,4.09,0.201,0.903,0.512,1.015,0.926,,7.52,6.1
2025-01-01T06:10:00.000Z,0.300,2106,7.25,23.0,95.5,1.194,2.85,3.99,31.3,268.8,2.81,1.21,1.49,0.385,0.900,0.211,0.995,0.930,,7.50,6.2
2025-01-01T06:15:00.000Z,0.441,2142,7.15,23.4,101.2,1.173,2.84,3.89,32.0,286.1,2.88,0.38,5.38,0.310,0.966,0.524,0.977,0.976,,8.05,6.3
2025-01-01T06:20:00.000Z,0.444,2146,7.30,22.3,97.2,1.204,2.78,5.01,29.5,280.4,3.02,1.27,4.33,0.284,0.897,0.474,1.004,0.927,,7.48,6.3
2025-01-01T06:25:00.000Z,0.437,2122,7.28,23.8,99.6,1.256,3.08,3.94,33.5,267.9,3.14,3.66,6.81,0.164,0.959,0.849,1.047,0.953,,8.00,6.4
2025-01-01T06:30:00.000Z,0.434,2067,7.19,23.7,101.6,1.213,2.64,3.94,28.4,276.1,3.19,2.04,5.35,0.188,0.978,0.636,1.011,0.980,,8.15,6.5
2025-01-01T06:35:00.000Z,0.451,1970,7.19,23.3,106.0,1.233,3.14,4.04,30.2,255.8,3.29,2.98,5.45,0.360,1.008,0.735,1.027,0.987,,8.40,6.6
2025-01-01T06:40:00.000Z,0.391,1955,7.21,24.1,102.4,1.218,2.75,4.59,30.7,265.6,3.02,2.66,1.50,0.335,0.997,0.317,1.015,0.992,,8.31,6.7
2025-01-01T06:45:00.000Z,0.423,2309,7.15,23.6,101.6,1.180,2.86,4.08,32.0,265.5,2.39,2.18,6.59,0.161,0.973,0.684,0.983,0.981,,8.11,6.8
2025-01-01T06:50:00.000Z,0.441,2460,7.22,24.3,97.9,1.243,2.76,4.11,30.9,263.3,3.17,2.50,1.58,0.221,0.958,0.250,1.036,0.957,,7.98,6.8
2025-01-01T06:55:00.000Z,0.444,1967,7.12,24.0,105.0,1.218,2.82,4.52,31.3,268.3,3.26,2.17,2.08,0.306,1.020,0.344,1.015,0.994,,8.50,6.9
2025-01-01T07:00:00.000Z,0.487,2207,7.16,23.8,94.0,1.259,2.74,3.89,29.0,270.7,3.10,0.91,2.67,0.540,0.906,0.291,1.049,0.916,,7.55,7.0
2025-01-01T07:05:00.000Z,0.405,2191,7.14,23.3,101.1,1.236,2.69,3.84,30.7,268.2,2.57,2.63,4.17,0.180,0.960,0.524,1.030,0.961,,8.00,7.1
2025-01-01T07:10:00.000Z,0.355,2401,7.20,23.5,97.0,1.241,2.91,3.50,28.6,286.4,2.94,1.15,7.29,0.146,0.927,0.665,1.034,0.936,,7.72,7.2
2025-01-01T07:15:00.000Z,0.434,2151,7.16,24.7,102.4,1.214,2.82,3.98,28.7,272.5,2.42,2.97,3.06,0.248,1.017,0.450,1.012,0.996,,8.47,7.3
2025-01-01T07:20:00.000Z,0.371,2252,7.13,23.3,102.7,1.208,3.06,3.37,29.5,272.6,2.99,3.09,1.75,0.134,0.977,0.320,1.007,0.980,,8.14,7.3
2025-01-01T07:25:00.000Z,0.419,2157,7.22,23.9,98.8,1.238,3.00,3.75,31.3,269.6,2.74,0.31,6.21,0.027,0.956,0.593,1.031,0.957,,7.96,7.4
2025-01-01T07:30:00.000Z,0.412,1956,7.20,23.3,100.3,1.253,2.97,4.43,31.3,281.8,2.77,2.75,2.52,0.144,0.954,0.427,1.045,0.951,,7.95,7.5
2025-01-01T07:35:00.000Z,0.340,2338,7.15,24.6,101.0,1.217,3.04,4.71,31.1,230.7,2.95,2.80,0.46,0.180,0.998,0.183,1.014,0.993,,8.32,7.6
2025-01-01T07:40:00.000Z,0.356,2244,7.36,25.0,103.7,1.239,3.15,3.08,40.0,259.9,4.14,2.44,1.97,0.383,1.036,0.306,1.033,0.985,,8.64,7.7
2025-01-01T07:45:00.000Z,0.469,2383,7.18,23.8,100.2,1.222,2.73,3.83,31.4,271.6,3.22,1.18,3.85,0.108,0.966,0.383,1.018,0.969,,8.05,7.8
2025-01-01T07:50:00.000Z,0.362,2354,7.22,24.8,99.7,1.217,2.73,3.85,31.1,260.3,2.98,1.37,4.43,0.191,0.990,0.446,1.014,0.988,,8.25,7.8
2025-01-01T07:55:00.000Z,0.366,2282,7.19,23.3,100.7,1.245,2.99,3.42,33.1,259.7,3.23,3.24,1.55,0.032,0.958,0.307,1.037,0.957,,7.98,7.9
2025-01-01T08:00:00.000Z,0.390,2064,7.16,23.6,102.2,1.209,3.11,4.10,28.9,268.5,2.61,1.96,1.29,0.122,0.981,0.239,1.008,0.982,,8.17,8.0
2025-01-01T08:05:00.000Z,0.431,1816,7.23,24.6,96.2,1.286,2.55,3.35,28.1,283.7,2.74,0.99,3.91,0.027,0.950,0.496,1.072,0.938,,7.91,8.1
2025-01-01T08:10:00.000Z,0.397,2084,7.25,24.7,104.4,1.224,3.00,4.81,34.6,270.5,3.74,3.41,2.93,0.287,1.034,0.478,1.020,0.992,,8.61,8.2
2025-01-01T08:15:00.000Z,0.414,2276,7.19,24.4,94.8,1.255,2.62,4.86,25.2,262.3,2.89,1.00,5.18,0.189,0.932,0.507,1.046,0.935,,7.77,8.3
2025-01-01T08:20:00.000Z,0.396,2043,7.21,23.7,100.5,1.218,2.84,4.06,28.9,273.2,2.48,1.33,2.59,0.083,0.966,0.332,1.015,0.971,,8.05,8.3
2025-01-01T08:25:00.000Z,0.365,2276,7.26,24.0,96.4,1.269,2.85,4.21,29.9,259.7,2.87,1.07,2.96,0.029,0.937,0.317,1.057,0.934,,7.81,8.4
2025-01-01T08:30:00.000Z,0.351,2183,7.23,24.0,101.8,1.221,2.81,3.50,28.7,255.3,2.84,1.32,1.79,0.241,0.989,0.236,1.018,0.985,,8.24,8.5
2025-01-01T08:35:00.000Z,0.392,2265,7.24,24.8,103.0,1.197,2.83,4.26,28.8,262.6,2.55,3.20,6.02,0.026,1.025,0.701,0.998,1.000,,8.54,8.6
2025-01-01T08:40:00.000Z,0.372,2085,7.19,23.5,98.4,1.219,2.86,3.49,29.8,268.1,2.90,1.08,2.78,0.066,0.941,0.329,1.016,0.952,,7.84,8.7
2025-01-01T08:45:00.000Z,0.428,2174,7.28,24.9,96.7,1.232,2.31,4.47,29.0,266.6,1.95,1.69,2.53,0.019,0.964,0.326,1.026,0.965,,8.03,8.8
2025-01-01T08:50:00.000Z,0.421,2251,7.12,24.1,104.6,1.298,2.76,3.58,31.3,254.0,2.53,2.37,1.14,0.134,1.019,0.228,1.081,0.969,,8.49,8.8
2025-01-01T08:55:00.000Z,0.407,2250,7.26,24.5,99.9,1.261,2.55,4.46,28.9,275.5,2.61,1.65,5.49,0.093,0.984,0.576,1.051,0.970,,8.20,8.9
2025-01-01T09:00:00.000Z,0.426,2472,7.27,23.9,103.2,1.221,2.82,3.88,28.2,245.2,2.39,1.57,1.67,0.196,0.999,0.212,1.018,0.993,,8.33,9.0
2025-01-01T09:05:00.000Z,0.377,2105,7.21,24.7,105.6,1.288,2.89,3.61,27.7,276.2,2.28,1.83,2.79,0.089,1.048,0.369,1.073,0.973,,8.73,9.1
2025-01-01T09:10:00.000Z,0.412,2025,7.18,24.3,95.8,1.231,2.66,3.85,26.9,282.9,2.28,2.84,4.85,0.124,0.940,0.648,1.026,0.948,,7.83,9.2
2025-01-01T09:15:00.000Z,0.408,2059,7.15,24.9,97.4,1.246,2.81,3.49,28.2,252.5,2.06,0.28,3.46,0.260,0.972,0.353,1.039,0.966,,8.10,9.3
2025-01-01T09:20:00.000Z,0.389,2006,7.27,25.4,99.2,1.265,2.49,3.65,29.4,260.4,2.44,1.57,4.66,0.084,1.005,0.559,1.054,0.980,,8.37,9.3
2025-01-01T09:25:00.000Z,0.391,2348,7.18,24.2,97.5,1.257,2.77,3.81,29.1,251.9,2.79,0.86,3.73,0.120,0.952,0.362,1.047,0.949,,7.93,9.4
2025-01-01T09:30:00.000Z,0.373,2238,7.17,23.9,97.6,1.233,2.80,4.43,33.7,266.2,2.21,1.51,1.71,0.142,0.944,0.234,1.027,0.951,,7.87,9.5
2025-01-01T09:35:00.000Z,0.365,2133,7.16,24.0,100.8,1.235,2.98,3.82,28.1,261.1,2.22,3.60,3.76,0.022,0.977,0.555,1.029,0.973,,8.14,9.6
2025-01-01T09:40:00.000Z,0.398,2354,7.19,24.1,105.1,1.274,2.80,4.50,28.4,263.0,1.82,2.03,2.78,0.114,1.023,0.340,1.062,0.977,,8.52,9.7
2025-01-01T09:45:00.000Z,0.352,2165,7.17,24.5,104.0,1.227,2.79,4.06,31.3,265.8,2.09,1.30,3.18,0.209,1.026,0.366,1.023,0.991,,8.55,9.8
2025-01-01T09:50:00.000Z,0.444,2356,7.22,23.8,100.4,1.237,2.83,3.92,30.8,286.1,1.92,2.57,2.96,0.054,0.968,0.382,1.031,0.966,,8.06,9.8
2025-01-01T09:55:00.000Z,0.370,2216,7.24,24.7,99.4,1.270,2.57,4.00,26.7,270.6,1.76,2.04,4.26,0.095,0.984,0.495,1.059,0.967,,8.20,9.9
2025-01-01T10:00:00.000Z,0.385,2251,7.20,24.3,100.1,1.196,2.85,3.64,29.1,259.6,2.39,2.72,0.52,0.072,0.980,0.191,0.997,0.986,,8.17,10.0
2025-01-01T10:05:00.000Z,0.354,2086,7.19,23.7,98.4,1.196,2.89,3.18,30.4,279.5,2.19,3.16,3.36,0.168,0.946,0.504,0.997,0.962,,7.89,10.1
2025-01-01T10:10:00.000Z,0.451,2024,7.22,23.7,99.1,1.318,2.68,4.15,31.4,266.6,1.64,1.63,0.53,0.075,0.952,0.149,1.099,0.929,,7.93,10.2
2025-01-01T10:15:00.000Z,0.331,2057,7.26,24.6,99.6,1.248,2.74,4.21,27.5,249.5,2.29,1.94,5.35,0.264,0.984,0.633,1.040,0.974,,8.20,10.3
2025-01-01T10:20:00.000Z,0.393,2257,7.11,23.6,97.4,1.250,2.92,5.17,29.0,243.7,2.11,3.14,4.93,0.077,0.933,0.604,1.041,0.936,,7.78,10.3
2025-01-01T10:25:00.000Z,0.384,2133,7.15,24.2,104.1,1.256,2.86,3.70,28.2,260.7,2.07,3.23,4.78,0.147,1.016,0.629,1.047,0.982,,8.46,10.4
2025-01-01T10:30:00.000Z,0.319,2180,7.18,23.6,99.2,1.264,2.83,4.31,26.1,261.9,1.65,1.81,6.19,0.017,0.952,0.668,1.054,0.946,,7.93,10.5
2025-01-01T10:35:00.000Z,0.348,2339,7.24,23.6,99.5,1.275,2.96,4.20,29.0,254.6,1.73,2.52,3.94,0.145,0.955,0.466,1.063,0.945,,7.95,10.6
2025-01-01T10:40:00.000Z,0.303,2253,7.19,23.8,96.2,1.304,2.78,4.38,26.3,283.9,2.20,0.45,3.01,0.186,0.928,0.291,1.087,0.917,,7.73,10.7
2025-01-01T10:45:00.000Z,0.355,2332,7.22,25.3,102.1,1.229,2.88,4.60,27.2,270.0,1.97,2.53,1.63,0.166,1.032,0.270,1.025,0.991,,8.60,10.8
2025-01-01T10:50:00.000Z,0.391,2150,7.20,24.0,99.4,1.299,2.81,3.94,29.6,251.5,1.72,4.19,1.05,0.091,0.965,0.331,1.082,0.945,,8.05,10.8
2025-01-01T10:55:00.000Z,0.381,2142,7.13,23.8,97.8,1.248,2.72,4.15,27.5,284.4,2.33,1.87,0.91,0.231,0.943,0.190,1.040,0.945,,7.86,10.9
2025-01-01T11:00:00.000Z,0.332,1881,7.18,24.2,99.9,1.250,2.91,4.84,27.7,256.5,2.04,1.33,3.29,0.134,0.975,0.435,1.042,0.967,,8.13,11.0
2025-01-01T11:05:00.000Z,0.407,2235,7.20,22.5,96.1,1.240,2.80,3.48,29.0,254.9,2.20,2.55,4.34,0.022,0.893,0.525,1.034,0.912,,7.44,11.1
2025-01-01T11:10:00.000Z,0.334,2299,7.16,24.1,103.3,1.251,3.01,3.48,28.8,249.1,2.48,1.10,4.88,0.061,1.006,0.482,1.043,0.984,,8.38,11.2
2025-01-01T11:15:00.000Z,0.365,2055,7.19,23.9,99.3,1.256,2.89,3.48,28.2,241.4,2.13,1.69,2.32,0.021,0.961,0.325,1.046,0.955,,8.01,11.3
2025-01-01T11:20:00.000Z,0.329,2190,7.28,23.3,101.5,1.225,2.91,4.98,29.2,261.8,1.70,2.16,5.06,0.097,0.965,0.580,1.021,0.968,,8.04,11.3
2025-01-01T11:25:00.000Z,0.318,2089,7.13,23.5,104.3,1.317,2.72,4.29,27.7,242.1,2.17,2.33,6.07,0.022,0.998,0.715,1.098,0.962,,8.31,11.4
2025-01-01T11:30:00.000Z,0.350,2170,7.25,23.7,100.5,1.240,2.90,3.85,25.0,258.6,2.13,1.92,5.69,0.153,0.967,0.630,1.033,0.965,,8.06,11.5
2025-01-01T11:35:00.000Z,0.335,1871,7.26,23.0,101.8,1.269,2.74,3.33,30.5,276.6,2.29,1.68,3.47,0.164,0.959,0.479,1.057,0.950,,7.99,11.6
